;article_name;authors;article_url;doi;volume_name;volumen_date;volume_url
2434;Macroeconomic systems: Keith Cuthbertson and Mark P. Taylor New York, NY: Basil Blackwell, 1988. 278 pp. $55.00 (cloth) ($22.50 paperbound). ISBN 0-631-14341-6 (0-631-14342-4);[];https://www.sciencedirect.com/science/article/pii/0164070489900785;https://doi.org/10.1016/0164-0704(89)90078-5;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2435;Macroeconomics: An introduction to advanced methods: William M. Scarth. Toronto, Ontario: Harcourt Brace Jovanovich, 1988. 209 pp. $21.95 (Canada). ISBN 0-7747-3077-3;[];https://www.sciencedirect.com/science/article/pii/0164070489900797;https://doi.org/10.1016/0164-0704(89)90079-7;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2436;Monetary and fiscal policy: Douglas Fisher. New York, NY: New York University Press, 1988. 310 pp. NPA ISBN 0-8147-2587-2;[];https://www.sciencedirect.com/science/article/pii/0164070489900803;https://doi.org/10.1016/0164-0704(89)90080-3;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2437;New approaches to monetary economics: William A. Barnett and Kenneth J. Singleton, ed. Cambridge, MA: Cambridge University Press, 1987. 367 pp. NPA ISBN 0-521-33265-6;[];https://www.sciencedirect.com/science/article/pii/0164070489900815;https://doi.org/10.1016/0164-0704(89)90081-5;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2438;Nicholas Kaldor: Anthony P. Thirlwall. New York, NY: New York University Press, 1987. 360 pp. NPA ISBN 0-8147-8177-2;[];https://www.sciencedirect.com/science/article/pii/0164070489900827;https://doi.org/10.1016/0164-0704(89)90082-7;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2439;Post-Keynesian monetary economics: Philip Arestis, ed. Brookfield, VT: Gower Publishing Co., 1988. 313 pp. $42.95 ISBN 1-85278046-0;[];https://www.sciencedirect.com/science/article/pii/0164070489900839;https://doi.org/10.1016/0164-0704(89)90083-9;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2440;Productivity and U.S. Economic Growth: Dale Jorgenson, Frank Gollop, and Barbara Fraumeni. Cambridge, MA: Harvard University Press, 1987. 567 pp. $32.00 ISBN 0-674-71175-0;[];https://www.sciencedirect.com/science/article/pii/0164070489900840;https://doi.org/10.1016/0164-0704(89)90084-0;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2441;The rise in unemployment: Charles Bean, Richard Layard, and Stephen Nickell, eds. New York, NY: Basil Blackwell, 1986. 382 pp. $19.95. ISBN 0-631-15419-1;[];https://www.sciencedirect.com/science/article/pii/0164070489900852;https://doi.org/10.1016/0164-0704(89)90085-2;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2442;Temporary equilibrium: Jean-Michel Grandmont, ed. Troy, MO: Harcourt Brace Jovanovich, Inc., 1988. 485 pp. $24.95 ISBN 012-295146-8;[];https://www.sciencedirect.com/science/article/pii/0164070489900864;https://doi.org/10.1016/0164-0704(89)90086-4;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2443;Wealth effects and monetary theory: Richard J. Sweeney. New York, NY: Basil Blackwell, 1988. 329 pp. $39.95 ISBN 0-63115846-4;[];https://www.sciencedirect.com/science/article/pii/0164070489900876;https://doi.org/10.1016/0164-0704(89)90087-6;Volume 11, Issue 3 ;Pages 323-471 (Summer 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/3
2444;Optimal monetary policy and alternative wage indexation schemes in a model with interest-sensitive labor supply;['[Vanhoose, David D.]', '[Waller, Christopher J.]'];https://www.sciencedirect.com/science/article/pii/0164070489900359;https://doi.org/10.1016/0164-0704(89)90035-9;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2445;Implications of endogenous money supply rules in dynamic models with perfect foresight;['[Mind, Kazuo]'];https://www.sciencedirect.com/science/article/pii/0164070489900360;https://doi.org/10.1016/0164-0704(89)90036-0;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2446;Stopping inflation in the Dornbusch model: Optimal monetary policies with alternative price-adjustment equations;['[Taylor, Dean]'];https://www.sciencedirect.com/science/article/pii/0164070489900372;https://doi.org/10.1016/0164-0704(89)90037-2;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2447;An investigation of government preference functions: The case of Canada, 1970–1981;['[Joyce, Joseph P.]'];https://www.sciencedirect.com/science/article/pii/0164070489900384;https://doi.org/10.1016/0164-0704(89)90038-4;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2448;The stabilizing effects of price flexibility in contract-based models;['[Ambler, Steve]', '[Phaneuf, Louis]'];https://www.sciencedirect.com/science/article/pii/0164070489900396;https://doi.org/10.1016/0164-0704(89)90039-6;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2449;Aggregate supply and demand disturbances, and the business cycle;['[Cutler, Harvey]'];https://www.sciencedirect.com/science/article/pii/0164070489900402;https://doi.org/10.1016/0164-0704(89)90040-2;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2450;A temporary equilibrium model of the mortgage market;['[Smyth, David J.]', '[Arora, Harat]'];https://www.sciencedirect.com/science/article/pii/0164070489900414;https://doi.org/10.1016/0164-0704(89)90041-4;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2451;A polychotomous probit measure and analysis of inflationary expectations;['[Hudson, John]', '[Lark, Richard]'];https://www.sciencedirect.com/science/article/pii/0164070489900426;https://doi.org/10.1016/0164-0704(89)90042-6;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2452;Income taxes, supply-side effects, and currency devaluation;['[Lai, Ching-Chong]', '[Chang, Wen-Ya]'];https://www.sciencedirect.com/science/article/pii/0164070489900438;https://doi.org/10.1016/0164-0704(89)90043-8;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2453;Deregulation and the demand for money market mutual funds;['[Lam, Chun H.]', '[Deb, Rajat]', '[Fomby, Tom]'];https://www.sciencedirect.com/science/article/pii/016407048990044X;https://doi.org/10.1016/0164-0704(89)90044-X;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2454;The existence of an optimal inflation rate in a cash-in-advance economy;['[Rodriguez, Alvaro]'];https://www.sciencedirect.com/science/article/pii/0164070489900451;https://doi.org/10.1016/0164-0704(89)90045-1;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2455;The American political economy: Macroeconomics and electoral politics in the United States: Douglas A. Hibbs, Jr. Cambridge, MA: Harvard University Press, 1987. 404 pp. NPA ISBN 0-67402735-3.;[];https://www.sciencedirect.com/science/article/pii/0164070489900463;https://doi.org/10.1016/0164-0704(89)90046-3;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2456;Australian macroeconomic policy, 1974–1985: J.O.N. Perkins. Australia: Melbourne University Press, 1987. 123 pp. $7.95 ISBN 0-522-84337-9.;[];https://www.sciencedirect.com/science/article/pii/0164070489900475;https://doi.org/10.1016/0164-0704(89)90047-5;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2457;Business cycles and equilibrium: Fischer Black. New York: Basil Blackwell, 1987. 180 pp. $29.95 ISBN 0-631-15754-9;[];https://www.sciencedirect.com/science/article/pii/0164070489900487;https://doi.org/10.1016/0164-0704(89)90048-7;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2458;Competition, instability, and nonlinear cycles: Willi Semmler, ed. New York: Springer-Verlag, 1986. 340 pp. NPA ISBN 0-38716794-3;[];https://www.sciencedirect.com/science/article/pii/0164070489900499;https://doi.org/10.1016/0164-0704(89)90049-9;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2459;Economics and economic policy: Alec Cairncross. New York: Basil Blackwell, 1987. 230 pp. $37.50 ISBN 0-631-15233-4;[];https://www.sciencedirect.com/science/article/pii/0164070489900505;https://doi.org/10.1016/0164-0704(89)90050-5;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2460;The empirical evidence on the efficiency of forward and futures foreign exchange markets: Robert J. Hodrick. New York: Harwood Academic Publishers, 1987. 174 pp. $37.00 ISBN 3-71860415-9;[];https://www.sciencedirect.com/science/article/pii/0164070489900517;https://doi.org/10.1016/0164-0704(89)90051-7;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2461;The estimation of macroeconomic disequilibrium models with regime classification information: Glenn D. Rudebusch. New York: Springer-Verlag, 1987. 128 pp. $17.80 ISBN 0-387-17757-4;[];https://www.sciencedirect.com/science/article/pii/0164070489900529;https://doi.org/10.1016/0164-0704(89)90052-9;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2462;Exchange rates and the open economy: K. Alec Chrystal and Robert Sedgwick, eds. New York: St. Martin's Press, 1988. 243 pp. $39.95 ISBN 0-312-01583-6;[];https://www.sciencedirect.com/science/article/pii/0164070489900530;https://doi.org/10.1016/0164-0704(89)90053-0;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2463;Hard heads, soft hearts: Tough-minded economics for a just society: Alan S. Blinder. Reading, MA: Addison-Wesley Publishing Company, 1987. 236 pp. $17.95 ISBN 0-201-11504-2;[];https://www.sciencedirect.com/science/article/pii/0164070489900542;https://doi.org/10.1016/0164-0704(89)90054-2;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2464;The limits to rational expectations: M. Hashem Pesaran. New York: Basil Black-well, 1987. 325 pp. NPA ISBN 0-631-14036-0;[];https://www.sciencedirect.com/science/article/pii/0164070489900554;https://doi.org/10.1016/0164-0704(89)90055-4;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2465;NBER macroeconomics annual 1987: Stanley Fischer, ed. Cambridge, MA: The MIT Press, 1987. 321 pp. $25.95 ISBN 0-26206110-4 ($12.95 ISBN 0-262-56040-0 paperback);[];https://www.sciencedirect.com/science/article/pii/0164070489900566;https://doi.org/10.1016/0164-0704(89)90056-6;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2466;Macroeconomics and new macroeconomics: Bernhard Felderer and Stefan Homburg. New York: Springer-Verlag, 1987. 329 pp. NPA ISBN 0-387-16961-X ($29.50 ISBN 0-387-18004-4 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070489900578;https://doi.org/10.1016/0164-0704(89)90057-8;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2467;Methods of dynamic economics: John Hicks. New York: Oxford University Press, 1985. 173 pp. NPA ISBN 0-19-828530-2;[];https://www.sciencedirect.com/science/article/pii/016407048990058X;https://doi.org/10.1016/0164-0704(89)90058-X;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2468;Models of business cycles: Robert E. Lucas, Jr. New York: Basil Blackwell, 1987. 115 pp. NPA ISBN 0-631-14789-6;[];https://www.sciencedirect.com/science/article/pii/0164070489900591;https://doi.org/10.1016/0164-0704(89)90059-1;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2469;Money, growth and stability: Frank Hahn. Cambridge, MA: The MIT Press, 1985. 392 pp. NPA ISBN 0-262-08156-3;[];https://www.sciencedirect.com/science/article/pii/0164070489900608;https://doi.org/10.1016/0164-0704(89)90060-8;Volume 11, Issue 2 ;Pages 163-320 (Spring 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/2
2470;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/016407048990013X;https://doi.org/10.1016/0164-0704(89)90013-X;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2471;Changes in long-term economic trends: Before and after the 1930s;['[Davidson, Lawrence S.]', '[Kang, Heejoon]'];https://www.sciencedirect.com/science/article/pii/0164070489900141;https://doi.org/10.1016/0164-0704(89)90014-1;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2472;Do small menu costs cause bigger and badder business cycles in monopolistic macroeconomies?;['[Rowe, Nicholas]'];https://www.sciencedirect.com/science/article/pii/0164070489900153;https://doi.org/10.1016/0164-0704(89)90015-3;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2473;The determinants of fixed investment over the business cycle: Some time series evidence;['[Abdullah, Dewan A.]', '[Tank, Frederick E.]'];https://www.sciencedirect.com/science/article/pii/0164070489900165;https://doi.org/10.1016/0164-0704(89)90016-5;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2474;Interest rate volatility in a partial equilibrium model of household money demand;['[Marquis, Milton H.]'];https://www.sciencedirect.com/science/article/pii/0164070489900177;https://doi.org/10.1016/0164-0704(89)90017-7;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2475;Currency substitution and demand for money in Canada: Further evidence;['[Ghosh, Sukesh K.]'];https://www.sciencedirect.com/science/article/pii/0164070489900189;https://doi.org/10.1016/0164-0704(89)90018-9;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2476;A three asset determination of the transactions demand for money;['[Douglas, Richard W.]'];https://www.sciencedirect.com/science/article/pii/0164070489900190;https://doi.org/10.1016/0164-0704(89)90019-0;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2477;Corporate mergers and investment;['[Krohn, Gregory A.]'];https://www.sciencedirect.com/science/article/pii/0164070489900207;https://doi.org/10.1016/0164-0704(89)90020-7;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2478;Government budgets and aggregate consumption: Cross-sectional evidence from Canadian provincial data;['[Reid, Bradford G.]'];https://www.sciencedirect.com/science/article/pii/0164070489900219;https://doi.org/10.1016/0164-0704(89)90021-9;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2479;Aggregate demand curves: Static and dynamic;['[Smyth, David J.]'];https://www.sciencedirect.com/science/article/pii/0164070489900220;https://doi.org/10.1016/0164-0704(89)90022-0;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2480;Aggregate demand curves: A response;['[Hall, Peter H.]', '[Treadgold, Malcolm L.]'];https://www.sciencedirect.com/science/article/pii/0164070489900232;https://doi.org/10.1016/0164-0704(89)90023-2;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2481;Aggregate demand curves: A reply to Smyth;['[Rabin, Alan]', '[Birch, Dan]'];https://www.sciencedirect.com/science/article/pii/0164070489900244;https://doi.org/10.1016/0164-0704(89)90024-4;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2482;"Protection and liberalization; a review of analytical issues: Occasional Paper 54, August 1987. 28 pp. $7.50 ISBN 0-939934-95-7";[];https://www.sciencedirect.com/science/article/pii/0164070489900268;https://doi.org/10.1016/0164-0704(89)90026-8;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2483;Theoretical aspects of the design of fund-supported adjustments programs: Occasional Paper 55, September 1987. 51 pp. $7.50 ISBN 0-939934-99-X;[];https://www.sciencedirect.com/science/article/pii/016407048990027X;https://doi.org/10.1016/0164-0704(89)90027-X;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2484;Privatization and public enterprises: Occasional Paper 56, January 1988. 22 pp. $7.50 ISBN 1-55775-005-X;[];https://www.sciencedirect.com/science/article/pii/0164070489900281;https://doi.org/10.1016/0164-0704(89)90028-1;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2485;The search for efficiency in the adjustment process: Occasional Paper 57, February 1988. 43 pp. $7.50 ISBN 1-55775-009-2;[];https://www.sciencedirect.com/science/article/pii/0164070489900293;https://doi.org/10.1016/0164-0704(89)90029-3;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2486;The implications of fund-supported adjustment programs for poverty: Occasional Paper 58, May 1988. 42 pp. $7.50 ISBN 1-55775013-0;[];https://www.sciencedirect.com/science/article/pii/016407048990030X;https://doi.org/10.1016/0164-0704(89)90030-X;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2487;Measurement of fiscal impact: methodological issues: Occasional Paper 59, June 1988. 70 pp. $7.50 ISBN 1-55775-016-5;[];https://www.sciencedirect.com/science/article/pii/0164070489900311;https://doi.org/10.1016/0164-0704(89)90031-1;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2488;Policies for developing forward foreign exchange markets: Occasional Paper 60, June 1988. 51 pp. $7.50 ISBN 1-55775-017-3;[];https://www.sciencedirect.com/science/article/pii/0164070489900323;https://doi.org/10.1016/0164-0704(89)90032-3;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2489;Officially Supported export credits: developments and prospects: February 1988. 47 pp. $10.00 ISBN 1-557-75006-8;[];https://www.sciencedirect.com/science/article/pii/0164070489900335;https://doi.org/10.1016/0164-0704(89)90033-5;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2490;Referee acknowledgment;[];https://www.sciencedirect.com/science/article/pii/0164070489900347;https://doi.org/10.1016/0164-0704(89)90034-7;Volume 11, Issue 1 ;Pages 1-157 (Winter 1989);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/11/issue/1
2491;Erratum;[];https://www.sciencedirect.com/science/article/pii/0164070488900456;https://doi.org/10.1016/0164-0704(88)90045-6;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2492;Strokes of genius;['[de la Grandville, Olivier]'];https://www.sciencedirect.com/science/article/pii/0164070488900468;https://doi.org/10.1016/0164-0704(88)90046-8;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2493;Price structure information, ex-ante rational expectations, and policy neutrality: An optimization approach;['[Hayakawa, Hiroaki]'];https://www.sciencedirect.com/science/article/pii/016407048890047X;https://doi.org/10.1016/0164-0704(88)90047-X;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2494;Price rules, wage indexing, and optimal monetary policy;['[Bradley, Michael D.]', '[Jansen, Dennis W.]'];https://www.sciencedirect.com/science/article/pii/0164070488900481;https://doi.org/10.1016/0164-0704(88)90048-1;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2495;A simulation model of macroeconomic effects of deficit;['[Duguay, Pierre]', '[Rabeau, Yves]'];https://www.sciencedirect.com/science/article/pii/0164070488900493;https://doi.org/10.1016/0164-0704(88)90049-3;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2496;Exchange rate dynamics under gradual portfolio adjustment;['[Karacaoglu, Girol]', '[Ursprung, Heinrich W.]'];https://www.sciencedirect.com/science/article/pii/016407048890050X;https://doi.org/10.1016/0164-0704(88)90050-X;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2497;Forward credit commitments and bank behavior under uncertainty: Implications for monetary control;['[Arnon, Arie]', '[Sternberg, Menachem]'];https://www.sciencedirect.com/science/article/pii/0164070488900511;https://doi.org/10.1016/0164-0704(88)90051-1;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2498;Technical change and the measurement of productivity in an input-output model;['[Galamn, Malcolm]'];https://www.sciencedirect.com/science/article/pii/0164070488900523;https://doi.org/10.1016/0164-0704(88)90052-3;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2499;Oil price shocks and stability of the demand for international reserves;['[Bahmani-Oskooee, Mohsen]'];https://www.sciencedirect.com/science/article/pii/0164070488900535;https://doi.org/10.1016/0164-0704(88)90053-5;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2500;Recent books received in macroeconomics;[];https://www.sciencedirect.com/science/article/pii/0164070488900547;https://doi.org/10.1016/0164-0704(88)90054-7;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2501;Index to volume 10;[];https://www.sciencedirect.com/science/article/pii/0164070488900559;https://doi.org/10.1016/0164-0704(88)90055-9;Volume 10, Issue 4 ;Pages 493-649 (Autumn 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/4
2502;Instability versus dynamics: A study in West German demand for money;['[Hagen, Jürgen Von]', '[Neumann, Manfred J.M.]'];https://www.sciencedirect.com/science/article/pii/0164070488900249;https://doi.org/10.1016/0164-0704(88)90024-9;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2503;Money, debt, and economic activity;['[Koray, Faik]', '[Carter Hill, R.]'];https://www.sciencedirect.com/science/article/pii/0164070488900250;https://doi.org/10.1016/0164-0704(88)90025-0;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2504;Production technique, external shocks, and unemployment;['[Landon, Stuart]'];https://www.sciencedirect.com/science/article/pii/0164070488900262;https://doi.org/10.1016/0164-0704(88)90026-2;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2505;Rational bank behavior, interest rates, and the price level in a staggered reserve accounting system;['[Kopecky, Kenneth J.]'];https://www.sciencedirect.com/science/article/pii/0164070488900274;https://doi.org/10.1016/0164-0704(88)90027-4;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2506;The feasibility of perpetual deficits;['[Mitchell, Douglas W.]'];https://www.sciencedirect.com/science/article/pii/0164070488900286;https://doi.org/10.1016/0164-0704(88)90028-6;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2507;Is there a phillips curve in Canada? A rational expectations approach;['[Koustas, Zisimos]'];https://www.sciencedirect.com/science/article/pii/0164070488900298;https://doi.org/10.1016/0164-0704(88)90029-8;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2508;Some evidence on the inflationary bias of macroeconomic policy;['[Richards, Daniel J.]'];https://www.sciencedirect.com/science/article/pii/0164070488900304;https://doi.org/10.1016/0164-0704(88)90030-4;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2509;Optimal price-level flexibility;['[Cover, James Peery]'];https://www.sciencedirect.com/science/article/pii/0164070488900316;https://doi.org/10.1016/0164-0704(88)90031-6;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2510;Bond rates and causality;['[Hutchinson, William K.]', '[Knelman, Suzanne Ward]'];https://www.sciencedirect.com/science/article/pii/0164070488900328;https://doi.org/10.1016/0164-0704(88)90032-8;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2511;Stability of financing deviations from expected deficits by money creation as opposed to bond creation;['[Nuri Erbas, S.]'];https://www.sciencedirect.com/science/article/pii/016407048890033X;https://doi.org/10.1016/0164-0704(88)90033-X;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
2512;The employment effects of tariffs in an efficient bargain model;['[Yip, Chong K.]'];https://www.sciencedirect.com/science/article/pii/0164070488900341;https://doi.org/10.1016/0164-0704(88)90034-1;Volume 10, Issue 3 ;Pages 327-490 (Summer 1988);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/10/issue/3
