;article_name;authors;article_url;doi;volume_name;volume_date;volume_url
3243;A clarification of the IS curve and the aggregate demand curve;['Rabin, Alan', 'Birch, Dan'];https://www.sciencedirect.com/science/article/pii/0164070482901240;https://doi.org/10.1016/0164-0704(82)90124-0;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3244;"(Essays in) contemporary economic problems: Demand, productivity, and population: William Fellner, Project Director. Washington, D.C. and London: American Enterprise Institute, 1981, 350 pp. $17.25 ($9.25 paperbound; individual chapters $1.75 each)";[];https://www.sciencedirect.com/science/article/pii/0164070482901252;https://doi.org/10.1016/0164-0704(82)90125-2;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3245;The danish economy: Anders Ølgaard. Collection Studies: Economic and Financial Series, no. 14. Brussels and Luxembourg: Office for Official Publications of the European Communities, 1980, 255 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482901264;https://doi.org/10.1016/0164-0704(82)90126-4;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3246;Do housing allowances work?: Katharine L. Bradbury and Anthony Downs, eds. Brookings Studies in Social Experimentation, vol. 6. Washington, D.C.: The Brookings Institution, 1981, 419 pp. $26.95 ($10.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901276;https://doi.org/10.1016/0164-0704(82)90127-6;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3247;The elderly and the future economy: Lawrence Olson, Christopher Caton and Martin Duffy. Lexington, MA: Lexington Books, D.C. Heath and Company, 1981, 195 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482901288;https://doi.org/10.1016/0164-0704(82)90128-8;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3248;Encyclopedia of economics: Douglas Greenwald, Editor in Chief. New York: McGraw-Hill, 1982, 1070 pp. $49.95;[];https://www.sciencedirect.com/science/article/pii/016407048290129X;https://doi.org/10.1016/0164-0704(82)90129-X;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3249;Essays in contemporary fields of economics: George Horwich and James P. Quirk, eds. West Lafayette, IN: Purdue University Press, 1981, 381 nn. $16.00;[];https://www.sciencedirect.com/science/article/pii/0164070482901306;https://doi.org/10.1016/0164-0704(82)90130-6;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3250;Exchange rate rules: John Williamson, ed. New York: St. Martin's Press, 1981, 410 pp. $37.50;[];https://www.sciencedirect.com/science/article/pii/0164070482901318;https://doi.org/10.1016/0164-0704(82)90131-8;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3251;Government spending: Trends and issues: Morris Beck. New York: Praeger Publishers, 1981, 135 pp;[];https://www.sciencedirect.com/science/article/pii/016407048290132X;https://doi.org/10.1016/0164-0704(82)90132-X;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3252;"Macroeconomics: a programmed book: Richard Attiyeh, Keith Lumsden and George Leland Bach. Fourth ed.; Englewood Cliffs, NJ: Prentice-Hall, 1982, 235 pp. ($10.95 paperbound)";[];https://www.sciencedirect.com/science/article/pii/0164070482901331;https://doi.org/10.1016/0164-0704(82)90133-1;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3253;Managing the German economy: Budgetary politics in a federal state: Jack H. Knott. Lexington, MA: Lexington Books, D. C. Heath and Company, 1981, 215 pp. $22.95;[];https://www.sciencedirect.com/science/article/pii/0164070482901343;https://doi.org/10.1016/0164-0704(82)90134-3;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3254;The monetary approach to external adjustment: A case study of Italy: Giuseppe Tullio. New York: St. Martin's Press, 1981, 127 pp. $27.50;[];https://www.sciencedirect.com/science/article/pii/0164070482901355;https://doi.org/10.1016/0164-0704(82)90135-5;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3255;Neighborhoods and urban development: Anthony Downs. Washington, D.C.: The Brookings Institution, 1981, 189 pp. $22.95 ($8.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901367;https://doi.org/10.1016/0164-0704(82)90136-7;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3256;Reaction: The national energy program: G.C. Watkins and M.A. Walker, eds. Vancouver, B. C. The Fraser Institute, 1981, 144 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482901379;https://doi.org/10.1016/0164-0704(82)90137-9;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3257;Reforms of tax systems: Karl W. Roskamp and Francesco Forte, eds. Detroit: Wayne State University Press, 1981, 457 pp. $30.00;[];https://www.sciencedirect.com/science/article/pii/0164070482901380;https://doi.org/10.1016/0164-0704(82)90138-0;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3258;The scientific basis of health and safety regulation: Robert W. Crandall and Lester B. Lave, eds. Studies in the Regulation of Economic Activity. Washington, D.C.: The Brookings Institution, 1981, 309 pp. $26.95 ($10.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901392;https://doi.org/10.1016/0164-0704(82)90139-2;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3259;Understanding keynes: An analysis of ‘the general theory’: John Fender. New York: John Wiley & Sons, 1981, 160 pp. $29.95;[];https://www.sciencedirect.com/science/article/pii/0164070482901409;https://doi.org/10.1016/0164-0704(82)90140-9;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3260;Unemployment: A disequilibrium approach: Mark Casson. New York: Halstead Press, John Wily and Sons, 1981, 263 pp. $29.95;[];https://www.sciencedirect.com/science/article/pii/0164070482901410;https://doi.org/10.1016/0164-0704(82)90141-0;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3261;The U.S. steel industry in recurrent crisis: Policy options in a competitive world: Robert W. Crandall. Washington, D. C.: The Brookings Institution, 1981, 184 pp. $19.95 ($7.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901422;https://doi.org/10.1016/0164-0704(82)90142-2;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3262;The value-added tax: Lessons from Europe: Henry J. Aaron, ed. Studies of Government Finance, second series, vol. 15. Washington, D.C.: The Brookings Institution, 1981, 107 pp. $10.95 ($4.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901434;https://doi.org/10.1016/0164-0704(82)90143-4;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3263;Zoning: Its costs and relevance for the 1980s: Michael Goldberg and Peter Horwood. Fraser Institute Housing and Land Economics Series, no. 6. Vancouver, B. C.: The Fraser Institute, 1980, 133 pp. ($4.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482901446;https://doi.org/10.1016/0164-0704(82)90144-6;Volume 4, Issue 2 ;Pages 129-244 (Spring 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/2
3264;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/0164070482900015;https://doi.org/10.1016/0164-0704(82)90001-5;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3265;The demand and supply for investment goods: does the market clear?;['Nishimizu, Mieko', 'Quandt, Richard E.', 'Rosen, harvey S.'];https://www.sciencedirect.com/science/article/pii/0164070482900027;https://doi.org/10.1016/0164-0704(82)90002-7;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3266;Discrimination among alternative models of international capital markets;['Haynes, Stephen E.', 'Pippenger, John'];https://www.sciencedirect.com/science/article/pii/0164070482900039;https://doi.org/10.1016/0164-0704(82)90003-9;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3267;Assessing the impact of varying economic conditions on federal reserve behavior;['Barth, James', 'Sickles, Robin', 'Wiest, Philip'];https://www.sciencedirect.com/science/article/pii/0164070482900040;https://doi.org/10.1016/0164-0704(82)90004-0;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3268;Readings books and rankings of macromonetary articles, authors and journals;['Rock, James M.'];https://www.sciencedirect.com/science/article/pii/0164070482900052;https://doi.org/10.1016/0164-0704(82)90005-2;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3269;The choice of numeraire, capital intensity uniqueness, and the reswiritching of techniques;['Yi, Gregory J.L.'];https://www.sciencedirect.com/science/article/pii/0164070482900064;https://doi.org/10.1016/0164-0704(82)90006-4;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3270;A note on the interactions among monetary policy, the tax structure and equilibrium output;['Fackler, James S.'];https://www.sciencedirect.com/science/article/pii/0164070482900076;https://doi.org/10.1016/0164-0704(82)90007-6;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3271;A note concerning a credit rule for monetary policy;['Edward Day, A.', 'Mitchell, Douglas W.'];https://www.sciencedirect.com/science/article/pii/0164070482900088;https://doi.org/10.1016/0164-0704(82)90008-8;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3272;The Causes of the Present Inflation: Andrew Tylecote. New York: John Wiley, Halstead Press, 1981, 236 pp. $24.95;[];https://www.sciencedirect.com/science/article/pii/016407048290009X;https://doi.org/10.1016/0164-0704(82)90009-X;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3273;China's economy in global perspective: A. Doak Barnett. Washington, D. C.: The Brookings Institution, 1981, 752 pp. $32.95 ($16.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900106;https://doi.org/10.1016/0164-0704(82)90010-6;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3274;Coping with capitalism: The economic transformation of the United States, 1776–1980: Roger L. Ransom. Englewood Cliffs, NJ: Prentice-Hall, 1981, 186 pp. ($7.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900118;https://doi.org/10.1016/0164-0704(82)90011-8;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3275;Core inflation: Otto Eckstein. Englewood Cliffs, NJ: Prentice-Hall, 1981, 121 pp;[];https://www.sciencedirect.com/science/article/pii/016407048290012X;https://doi.org/10.1016/0164-0704(82)90012-X;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3276;Diplomacy of power: Soviet armed forces as a political instrument: Stephen S. Kaplan. Washington D. C.: The Brooldngs Institution, 1981, 733 pp. $29.95 ($14.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900131;https://doi.org/10.1016/0164-0704(82)90013-1;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3277;Economic growth and resources: 5 vols. New York: St. Martin's Press, 1979–1980. $37.50 per volume;[];https://www.sciencedirect.com/science/article/pii/0164070482900143;https://doi.org/10.1016/0164-0704(82)90014-3;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3278;"Essays on value and distribution: Nicholas Kaldor. 2nd ed.; New York Holmes & Meier Publishers 1980. 238 pp. $39.50";[];https://www.sciencedirect.com/science/article/pii/0164070482900155;https://doi.org/10.1016/0164-0704(82)90015-5;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3279;Flexible working hours: An innovation in the quality of work life: Simcha Ronen. New York: McGraw-Hill, 1981, 353 pp. $18.95;[];https://www.sciencedirect.com/science/article/pii/0164070482900167;https://doi.org/10.1016/0164-0704(82)90016-7;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3280;A guide to supply-side economics: Thomas J. Hailstones. Richmond, VA: Robert F. Dame, 1982, 176 pp. ($5.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900179;https://doi.org/10.1016/0164-0704(82)90017-9;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3281;Macroeconomics: William A. Kelly, Jr. Englewood Cliffs, NJ: Prentice-Hall, 1981. 478 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482900180;https://doi.org/10.1016/0164-0704(82)90018-0;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3282;Policymaking for social security: Martha Derthick. Washington, D.C.: The Brookings Institutions, 1979, 446 pp. $11.95 ($4.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900192;https://doi.org/10.1016/0164-0704(82)90019-2;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3283;The postwar international money crisis: An analysis: Victor Argy. Winchester, MA: Allen & Unwin, 1981, 438 pp. $37.50 ($15.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900209;https://doi.org/10.1016/0164-0704(82)90020-9;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3284;Robertsonian economics: An examination of the work of sir D.H. Robertson on industrial fluctuation: John R. Presley. New York: Holmes and Meier, 1979, 320 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482900210;https://doi.org/10.1016/0164-0704(82)90021-0;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3285;Setting national priorities: The 1982 budget: Joseph A. Pechman, ed. Washington, D.C.: The Brookings Institution, 1981, 275 pp. $19.95 ($7.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900222;https://doi.org/10.1016/0164-0704(82)90022-2;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3286;The strategy of social regulation: Decision frameworks for policy: Lester B. Lave. Studies in the Regulation of Economic Activity, Washington, D. C. : The Brookings Institution, 1981, 166 pp. $19.95 ($7.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070482900234;https://doi.org/10.1016/0164-0704(82)90023-4;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3287;Understanding inflation accounting: Timothy S. Lucas. New York: McGraw-Hill, 1981, 82 pp;[];https://www.sciencedirect.com/science/article/pii/0164070482900246;https://doi.org/10.1016/0164-0704(82)90024-6;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3288;"Understanding macroeconomics: Robert L. Heilbroner and Lester C. Thurow. 7th ed. ; Englewood Cliffs, NJ: Prentice-Hall, 1981, 362 pp";[];https://www.sciencedirect.com/science/article/pii/0164070482900258;https://doi.org/10.1016/0164-0704(82)90025-8;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3289;The U.S. monetary system: money, banking, and financial markets: Daniel Hamburg. Boston: Little, Brown, 1981, 508 pp;[];https://www.sciencedirect.com/science/article/pii/016407048290026X;https://doi.org/10.1016/0164-0704(82)90026-X;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3290;Wealth and poverty: George Gilder. New York: Basic Books, 1981. 306 pp. $16.95;[];https://www.sciencedirect.com/science/article/pii/0164070482900271;https://doi.org/10.1016/0164-0704(82)90027-1;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3291;Referee acknowledgement;[];https://www.sciencedirect.com/science/article/pii/0164070482900283;https://doi.org/10.1016/0164-0704(82)90028-3;Volume 4, Issue 1 ;Pages 1-119 (Winter 1982);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/4/issue/1
3292;Editorial note;['Smyth, David J.'];https://www.sciencedirect.com/science/article/pii/016407048190077X;https://doi.org/10.1016/0164-0704(81)90077-X;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3293;Distribution, effective demand, and the orthodox macromodel;['Darity, William A.', 'Marrero, Wanda I.'];https://www.sciencedirect.com/science/article/pii/0164070481900781;https://doi.org/10.1016/0164-0704(81)90078-1;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3294;A consistent model of the expectations augmented Phillips curve and inflation;['Pitchford, J.D.'];https://www.sciencedirect.com/science/article/pii/0164070481900793;https://doi.org/10.1016/0164-0704(81)90079-3;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3295;Toward a multi-country model of exchange rate determination;['Bhandari, Jagdeep S.'];https://www.sciencedirect.com/science/article/pii/016407048190080X;https://doi.org/10.1016/0164-0704(81)90080-X;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3296;Money, expectations, and interest rates;['Canarella, Giorgio', 'Garston, Neil'];https://www.sciencedirect.com/science/article/pii/0164070481900811;https://doi.org/10.1016/0164-0704(81)90081-1;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3297;The nominal rate of interest, the rate of return on money, and inflationary expectations;['Boughton, James M.', 'Fackler, James S.'];https://www.sciencedirect.com/science/article/pii/0164070481900823;https://doi.org/10.1016/0164-0704(81)90082-3;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3298;Gross substitution, Gresham's law, and Hayek's free currency system;['Chen, Chau-Nan', 'Tsaur, Tien-Wang', 'Chou, Chein-Fu'];https://www.sciencedirect.com/science/article/pii/0164070481900835;https://doi.org/10.1016/0164-0704(81)90083-5;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3299;A graphical exposition of a more complete Keynesian system;['McGee, Robert T.'];https://www.sciencedirect.com/science/article/pii/0164070481900847;https://doi.org/10.1016/0164-0704(81)90084-7;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3300;The relationship between inflation and its variability: International evidence from the 1970s;['Hafer, R.W.', 'Heyne-Hafer, Gail'];https://www.sciencedirect.com/science/article/pii/0164070481900859;https://doi.org/10.1016/0164-0704(81)90085-9;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3301;Australian monetary policy: David C. Rowan. Boston: Allen and Unwin, 1980, 313 pp. $29.95 ($19.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900860;https://doi.org/10.1016/0164-0704(81)90086-0;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3302;Comparative economics: National priorities, policies, and performance: Jahangir Amuzegar. Cambridge, MA: Winthrop Publishers, 1981, 466 pp. $17.95;[];https://www.sciencedirect.com/science/article/pii/0164070481900872;https://doi.org/10.1016/0164-0704(81)90087-2;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3303;Current issues in commercial policy and diplomacy: John Black and Brian Hindley, eds. New York: St. Martin's Press, 1980, 148 pp. $25.00;[];https://www.sciencedirect.com/science/article/pii/0164070481900884;https://doi.org/10.1016/0164-0704(81)90088-4;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3304;Economic environment of international business: 3rd ed. Raymond Vernon and Louis T. Wells, Jr. Englewood Cliffs, NJ: Prentice-Hall 1981, 246 pp. ($12.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900896;https://doi.org/10.1016/0164-0704(81)90089-6;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3305;Economic stabilization in developing countries: William R. Cline and Sidney Weintraub, eds. Washington, DC: The Brookings Institution, 1981, 517 pp. $26.95 ($11.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900902;https://doi.org/10.1016/0164-0704(81)90090-2;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3306;Energy policy in perspective: Today's problems, yesterday's solutions: Crauford D. Goodwin, ed. Washington, DC: The Brookings Institution, 1981, 728 pp. $29.95 ($14.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900914;https://doi.org/10.1016/0164-0704(81)90091-4;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3307;Full employment without inflation: John H.G. Pierson. Montclair, NJ: Allanheld, Osmun, 1980, 237 pp. $18.50;[];https://www.sciencedirect.com/science/article/pii/0164070481900926;https://doi.org/10.1016/0164-0704(81)90092-6;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3308;The futility of family policy: Gilbert T. Steiner. Washington, DC: The Brookings Institution, 1981, 221 pp. $15.95 ($5.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900938;https://doi.org/10.1016/0164-0704(81)90093-8;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3309;The handbook of the bond and money markets: David M. Darst. New York: McGraw-Hill, 1981, 461 pp. $29.95;[];https://www.sciencedirect.com/science/article/pii/016407048190094X;https://doi.org/10.1016/0164-0704(81)90094-X;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3310;How taxes affect economic behavior: Henry J. Aaron and Joseph A. Pechaman, eds. Washington, DC: The Brookings Institution, 1981, 456 pp. $28.95 ($11.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900951;https://doi.org/10.1016/0164-0704(81)90095-1;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3311;How to forecast interest rates: A guide to profits for consumer, managers, and investors: Martin J. Pring, New York: McGraw-Hill, 1981, 196 pp. $14.95;[];https://www.sciencedirect.com/science/article/pii/0164070481900963;https://doi.org/10.1016/0164-0704(81)90096-3;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3312;Macroeconomics planning: Roger A. Bowles and David K. Whynes. Volume 14 of Studies in Economics, Charles Carter, ed. Boston: Allen and Unwin, 1979, 202 pp. $25.00 ($9.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900975;https://doi.org/10.1016/0164-0704(81)90097-5;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3313;Open economy macroeconomics: Rudiger Dornbusch. New York: Basic Books, 1980, 293 pp. $17.95;[];https://www.sciencedirect.com/science/article/pii/0164070481900987;https://doi.org/10.1016/0164-0704(81)90098-7;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3314;Prices and quantities: A macroeconomic analysis: Arthur M. Okun. Washington, DC: The Brookings Institution, 1981, 367 pp. $1995 ($7.95 paperbound);[];https://www.sciencedirect.com/science/article/pii/0164070481900999;https://doi.org/10.1016/0164-0704(81)90099-9;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3315;Public policy and the tax system: G.A. Hughes and G.M. Heal, eds. Boston: Allen and Unwin, 228 pp. $29.95;[];https://www.sciencedirect.com/science/article/pii/0164070481901002;https://doi.org/10.1016/0164-0704(81)90100-2;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3316;Regional policy in the Europena community: Douglas Yuill, Kevin Allen, and Chris Hull, eds. New York: St. Martin's Press, 1980, 251 pp. $27.50;[];https://www.sciencedirect.com/science/article/pii/0164070481901014;https://doi.org/10.1016/0164-0704(81)90101-4;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
3317;Reversing economic decline: John C. Carrington and George T. Edwards. New York: St. Martin's Press, 1981, 194 pp. $27.50;[];https://www.sciencedirect.com/science/article/pii/0164070481901026;https://doi.org/10.1016/0164-0704(81)90102-6;Volume 3, Issue 4 ;Pages 455-587 (Autumn 1981);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/3/issue/4
